央视,#genre#
江西卫视,http://119.123.176.238:8086/hls/132/index.m3u8
山东卫视,http://119.123.176.238:8086/hls/133/index.m3u8
安徽卫视,http://119.123.176.238:8086/hls/137/index.m3u8
天津卫视,http://119.123.176.238:8086/hls/140/index.m3u8
贵州卫视,http://119.123.176.238:8086/hls/143/index.m3u8
河北卫视,http://119.123.176.238:8086/hls/144/index.m3u8
山西卫视,http://119.123.176.238:8086/hls/145/index.m3u8
陕西卫视,http://119.123.176.238:8086/hls/146/index.m3u8
内蒙古卫视,http://119.123.176.238:8086/hls/147/index.m3u8
吉林卫视,http://119.123.176.238:8086/hls/150/index.m3u8
黑龙江卫视,http://119.123.176.238:8086/hls/248/index.m3u8
辽宁卫视,http://119.123.176.238:8086/hls/251/index.m3u8
西藏卫视,http://119.123.176.238:8086/hls/152/index.m3u8
新疆卫视,http://119.123.176.238:8086/hls/153/index.m3u8
云南卫视,http://119.123.176.238:8086/hls/154/index.m3u8
宁夏卫视,http://119.123.176.238:8086/hls/155/index.m3u8
甘肃卫视,http://119.123.176.238:8086/hls/157/index.m3u8
东南卫视,http://119.123.176.238:8086/hls/161/index.m3u8

广东,#genre#
广东大湾区,http://119.123.176.238:8086/hls/29/index.m3u8
广东民生,http://119.123.176.238:8086/hls/39/index.m3u8
广东少儿,http://119.123.176.238:8086/hls/40/index.m3u8
广东体育,http://119.123.176.238:8086/hls/42/index.m3u8
广东新闻,http://119.123.176.238:8086/hls/45/index.m3u8
广东影视,http://119.123.176.238:8086/hls/46/index.m3u8
广东珠江,http://119.123.176.238:8086/hls/47/index.m3u8
广东经济,http://119.123.176.238:8086/hls/63/index.m3u8
岭南戏曲,http://gs.jianghua.fun:7088/udp/239.77.0.122:5146
深圳都市,http://119.123.176.238:8086/hls/103/index.m3u8
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=e381ab098841a0badbf7e11f24143cf7&txTime=18e6ff43701
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=d217bd6cf85c93e3b47b96504cd2dc1c&txTime=18e6ff29019
南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de

香港,#genre#
翡翠台,https://mytv.cdn.loc.cc/o12.php?id=fct
明珠台,https://mytv.cdn.loc.cc/o12.php?id=mzt
TVB Plus,https://cdn6.101.qzz.io/163189/tvbp
TVB Plus(双音轨),https://o11.163189.xyz/stream/tvb/tvbp/
TVB星河,https://o11.163189.xyz/stream/live/tvbxh/
无线新闻台,https://cdn6.101.qzz.io/163189/wxxw
NOW新闻,https://cdn.163189.xyz/163189/now
NOW英超1台,http://109.61.81.147:1935/cdn7/767/mpegts?token=42e57e1e78da0b8220b1ec69bc8384d1
NOW爆谷台,http://23.237.228.133/live2/baogutai.m3u8
NOW星影台,http://23.237.228.133/live2/xingyingtai.m3u8
凤凰中文台,https://cdn6.163189.xyz/163189/fhzw
凤凰资讯台,https://cdn6.101.qzz.io/163189/fhzx
凤凰香港台,https://cdn6.101.qzz.io/163189/fhhk
凤凰电影台,http://www.liyajun.top:7088/udp/239.253.93.81:6247
RTHK31,https://cdn.163189.xyz/163189/rthk31
RTHK32,https://cdn.163189.xyz/163189/rthk32
HOY77,https://cdn6.101.qzz.io/163189/hoy
ViuTV,https://cdn.163189.xyz/163189/viu
华丽翡翠台,https://o11.163189.xyz/stream/live/hlt/
Astro AOD,https://o11.163189.xyz/stream/live/aod/
Astro AEC,https://o11.163189.xyz/stream/live/aec/
Astro QJ,https://o11.163189.xyz/stream/live/qj/
爱奇艺,https://o11.163189.xyz/stream/live/iqiyi/
千禧经典台,https://o11.163189.xyz/stream/live/tvbc/

综合,#genre#
华数动画电影,http://119.123.176.238:8086/hls/78/index.m3u8
华数电影,http://hmfs.f3322.net:3388/hls/40/index.m3u8
澳门莲花,http://1033946631.cloudvdn.com/a.m3u8?domain=live-hdl.macaulotustv.com&player=1&streamid=lotustv:lotustv/macaulotustv&v3=1
龙华电影,https://cdn8.163189.xyz/163189/lhdy
龙华经典,https://cdn8.163189.xyz/163189/lhjd
龙华偶像,https://cdn8.163189.xyz/163189/lhox
龙华日韩,https://cdn8.163189.xyz/163189/lhrh
龙华戏剧,https://cdn8.163189.xyz/163189/lhxj
邵氏动作,http://38.75.136.137:98/gslb/dsdqpub/lbssdz.m3u8?auth=testpub
邵氏喜剧,http://38.75.136.137:98/gslb/dsdqpub/lbssxj.m3u8?auth=testpub
邵氏电影,http://38.75.136.137:98/gslb/dsdqpub/lbssdy.m3u8?auth=testpub
邵氏武侠,http://38.75.136.137:98/gslb/dsdqpub/lbsswx.m3u8?auth=testpub
新加波5频道,https://cdn6.101.qzz.io/163189/ch5
新加波8频道,https://cdn6.101.qzz.io/163189/ch8
新加波U频道,https://cdn6.101.qzz.io/163189/chu
奥地利红牛,https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master.m3u8
北京文艺,http://114.242.62.109:888/hls/18/index.m3u8
北京纪实科教,http://114.242.62.109:888/hls/19/index.m3u8
北京影视,http://114.242.62.109:888/hls/20/index.m3u8
北京财经,http://114.242.62.109:888/hls/21/index.m3u8
北京体育休闲,http://114.242.62.109:888/hls/22/index.m3u8
北京生活,http://114.242.62.109:888/hls/23/index.m3u8
北京新闻,http://114.242.62.109:888/hls/25/index.m3u8
北京卡酷少儿,http://114.242.62.109:888/hls/26/index.m3u8
北京国际,http://114.242.62.109:888/hls/27/index.m3u8
Animal lPlanet,http://published.duckdns.org:4022/udp/232.84.3.61:11686
Love Nature,https://d2wh06mmk97552.cloudfront.net/playlist/bamusaAAA-bamus-lovenature-lg/playlist.m3u8
Love Nature 4K,https://pb-ehs1glsha1juy.akamaized.net/Love_Nature_4K.m3u8
奥地利红牛,https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master.m3u8
欧洲体育4K,http://danbitman.ddns.net:8080/Andrei_Neagu/uwkJ75W/268948
HBO KIDS,http://danbitman.ddns.net:8008/live/Andrei_Neagu/uwkJ75W/296351.m3u8
Cartoon Network,http://cord-cutter.net:8080/marco.garcia@hotmail.ca/marco.garcia@248/57356

NOW体育,#genre#
NOW体育,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382834&extension=ts&play_token=JBOlpsgTKU
NOW体育1,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382843&extension=ts&play_token=KANAeecxcz
NOW体育2,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382842&extension=ts&play_token=MCoDoR8s9G
NOW体育3,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382841&extension=ts&play_token=5uiKCGTNCF
NOW体育4,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382840&extension=ts&play_token=eoeYdjrkUg
NOW体育5,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382839&extension=ts&play_token=lu0NOftGgg
NOW体育6,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382838&extension=ts&play_token=WQ4pi5DTy3
NOW体育7,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382837&extension=ts&play_token=rRmhe1TsX7
NOW体育4K1,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382836&extension=ts&play_token=jSAYXQsMoY
